class_index,class_name,source_train,classifier_train,classifier_val,detector_train,detector_calibration,official_val
1087,06816_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Hazardia_squarrosa,300,255,10,30,5,10
1088,06817_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Hedypnois_rhagadioloides,300,255,10,30,5,10
1089,06818_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Helenium_amarum,300,255,10,30,5,10
1090,06819_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Helenium_autumnale,300,255,10,30,5,10
1091,06820_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Helenium_bigelovii,170,125,10,30,5,10
1092,06821_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Helenium_flexuosum,208,163,10,30,5,10
1093,06822_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Helenium_puberulum,300,255,10,30,5,10
1094,06823_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Helianthus_angustifolius,258,213,10,30,5,10
1095,06824_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Helianthus_annuus,300,255,10,30,5,10
1096,06825_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Helianthus_debilis,300,255,10,30,5,10
1097,06826_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Helianthus_divaricatus,300,255,10,30,5,10
1098,06827_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Helianthus_grosseserratus,170,125,10,30,5,10
1099,06828_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Helianthus_maximiliani,300,255,10,30,5,10
1100,06829_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Helianthus_mollis,162,117,10,30,5,10
1101,06830_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Helianthus_occidentalis,165,120,10,30,5,10
1102,06831_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Helianthus_petiolaris,300,255,10,30,5,10
1103,06832_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Helianthus_tuberosus,300,255,10,30,5,10
1104,06833_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Helichrysum_arenarium,300,255,10,30,5,10
1105,06834_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Heliopsis_helianthoides,300,255,10,30,5,10
1106,06835_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Helminthotheca_echioides,300,255,10,30,5,10
1107,06836_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Hemizonia_congesta,300,255,10,30,5,10
1108,06837_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Heterotheca_grandiflora,300,255,10,30,5,10
1109,06838_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Heterotheca_subaxillaris,300,255,10,30,5,10
1110,06839_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Heterotheca_villosa,300,255,10,30,5,10
1111,06840_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Hieracium_albiflorum,300,255,10,30,5,10
1112,06841_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Hieracium_umbellatum,300,255,10,30,5,10
1113,06842_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Hieracium_venosum,300,255,10,30,5,10
1114,06843_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Hymenopappus_artemisiifolius,222,177,10,30,5,10
1115,06844_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Hymenopappus_scabiosaeus,264,219,10,30,5,10
1116,06845_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Hypochaeris_glabra,201,156,10,30,5,10
1117,06846_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Hypochaeris_radicata,300,255,10,30,5,10
1118,06847_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Inula_britannica,300,255,10,30,5,10
1119,06848_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Inula_helenium,300,255,10,30,5,10
1120,06849_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Inula_salicina,236,191,10,30,5,10
1121,06850_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Isocoma_acradenia,300,255,10,30,5,10
1122,06851_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Isocoma_menziesii,300,255,10,30,5,10
1123,06852_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Iva_annua,300,255,10,30,5,10
1124,06853_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Iva_frutescens,161,116,10,30,5,10
1125,06854_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Ixeris_chinensis,155,110,10,30,5,10
1126,06855_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Jacobaea_maritima,177,132,10,30,5,10
1127,06856_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Jacobaea_vulgaris,300,255,10,30,5,10
1128,06857_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Jaumea_carnosa,272,227,10,30,5,10
1129,06858_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Krigia_biflora,291,246,10,30,5,10
1130,06859_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Krigia_virginica,244,199,10,30,5,10
1131,06860_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Lactuca_biennis,261,216,10,30,5,10
1132,06861_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Lactuca_canadensis,250,205,10,30,5,10
1133,06862_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Lactuca_floridana,191,146,10,30,5,10
1134,06863_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Lactuca_serriola,300,255,10,30,5,10
1135,06864_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Lactuca_tatarica,270,225,10,30,5,10
1136,06865_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Lapsana_communis,300,255,10,30,5,10
1137,06866_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Lasthenia_californica,300,255,10,30,5,10
1138,06867_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Lasthenia_gracilis,277,232,10,30,5,10
1139,06868_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Layia_glandulosa,300,255,10,30,5,10
1140,06869_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Layia_platyglossa,300,255,10,30,5,10
1141,06870_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Leontopodium_nivale,300,255,10,30,5,10
1142,06871_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Lepidospartum_squamatum,300,255,10,30,5,10
1143,06872_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Leptosyne_gigantea,300,255,10,30,5,10
1144,06873_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Leptosyne_maritima,161,116,10,30,5,10
1145,06874_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Leucanthemum_vulgare,300,255,10,30,5,10
1146,06875_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Liatris_aspera,300,255,10,30,5,10
1147,06876_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Liatris_cylindracea,249,204,10,30,5,10
1148,06877_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Liatris_elegans,170,125,10,30,5,10
1149,06878_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Liatris_punctata,300,255,10,30,5,10
1150,06879_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Liatris_pycnostachya,300,255,10,30,5,10
1151,06880_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Liatris_spicata,300,255,10,30,5,10
1152,06881_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Lindheimera_texana,300,255,10,30,5,10
1153,06882_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Lygodesmia_texana,300,255,10,30,5,10
1154,06883_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Machaeranthera_tanacetifolia,300,255,10,30,5,10
1155,06884_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Madia_elegans,300,255,10,30,5,10
1156,06885_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Madia_gracilis,300,255,10,30,5,10
1157,06886_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Madia_sativa,300,255,10,30,5,10
1158,06887_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Malacothrix_glabrata,300,255,10,30,5,10
1159,06888_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Malacothrix_saxatilis,300,255,10,30,5,10
1160,06889_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Marshallia_caespitosa,289,244,10,30,5,10
1161,06890_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Matricaria_chamomilla,300,255,10,30,5,10
1162,06891_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Matricaria_discoidea,300,255,10,30,5,10
1163,06892_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Melampodium_leucanthum,300,255,10,30,5,10
1164,06893_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Melanthera_nivea,158,113,10,30,5,10
1165,06894_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Metalasia_densa,221,176,10,30,5,10
1166,06895_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Metalasia_muricata,240,195,10,30,5,10
1167,06896_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Micropus_californicus,300,255,10,30,5,10
1168,06897_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Mikania_micrantha,300,255,10,30,5,10
1169,06898_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Mikania_scandens,300,255,10,30,5,10
1170,06899_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Monoptilon_bellioides,300,255,10,30,5,10
1171,06900_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Mycelis_muralis,300,255,10,30,5,10
1172,06901_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Nabalus_albus,300,255,10,30,5,10
1173,06902_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Nabalus_altissimus,161,116,10,30,5,10
1174,06903_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Nabalus_trifoliolatus,180,135,10,30,5,10
1175,06904_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Oclemena_acuminata,300,255,10,30,5,10
1176,06905_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Olearia_arborescens,165,120,10,30,5,10
1177,06906_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Olearia_avicenniifolia,186,141,10,30,5,10
1178,06907_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Olearia_paniculata,194,149,10,30,5,10
1179,06908_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Omalotheca_sylvatica,180,135,10,30,5,10
1180,06909_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Oncosiphon_pilulifer,300,255,10,30,5,10
1181,06910_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Onopordum_acanthium,300,255,10,30,5,10
1182,06911_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Osteospermum_moniliferum,300,255,10,30,5,10
1183,06912_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Ozothamnus_leptophyllus,300,255,10,30,5,10
1184,06913_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Packera_anonyma,232,187,10,30,5,10
1185,06914_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Packera_aurea,300,255,10,30,5,10
1186,06915_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Packera_glabella,300,255,10,30,5,10
1187,06916_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Packera_obovata,300,255,10,30,5,10
1188,06917_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Packera_paupercula,196,151,10,30,5,10
1189,06918_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Packera_tampicana,191,146,10,30,5,10
1190,06919_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Palafoxia_arida,300,255,10,30,5,10
1191,06920_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Palafoxia_callosa,197,152,10,30,5,10
1192,06921_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pallenis_spinosa,246,201,10,30,5,10
1193,06922_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Parasenecio_hastatus,176,131,10,30,5,10
1194,06923_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Parthenium_hysterophorus,300,255,10,30,5,10
1195,06924_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Parthenium_incanum,180,135,10,30,5,10
1196,06925_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Parthenium_integrifolium,300,255,10,30,5,10
1197,06926_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pectis_papposa,300,255,10,30,5,10
1198,06927_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Perityle_emoryi,300,255,10,30,5,10
1199,06928_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Petasites_albus,270,225,10,30,5,10
1200,06929_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Petasites_frigidus,300,255,10,30,5,10
1201,06930_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Petasites_hybridus,300,255,10,30,5,10
1202,06931_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Petasites_spurius,205,160,10,30,5,10
1203,06932_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Peucephyllum_schottii,300,255,10,30,5,10
1204,06933_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Phaenocoma_prolifera,197,152,10,30,5,10
1205,06934_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Picris_hieracioides,300,255,10,30,5,10
1206,06935_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pilosella_aurantiaca,300,255,10,30,5,10
1207,06936_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pilosella_caespitosa,300,255,10,30,5,10
1208,06937_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pilosella_officinarum,300,255,10,30,5,10
1209,06938_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pinaropappus_roseus,300,255,10,30,5,10
1210,06939_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pityopsis_falcata,163,118,10,30,5,10
1211,06940_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pityopsis_graminifolia,163,118,10,30,5,10
1212,06941_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Plectocephalus_americanus,300,255,10,30,5,10
1213,06942_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pleurocoronis_pluriseta,218,173,10,30,5,10
1214,06943_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pluchea_baccharis,169,124,10,30,5,10
1215,06944_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pluchea_camphorata,224,179,10,30,5,10
1216,06945_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pluchea_carolinensis,221,176,10,30,5,10
1217,06946_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pluchea_odorata,300,255,10,30,5,10
1218,06947_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pluchea_sericea,300,255,10,30,5,10
1219,06948_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Polymnia_canadensis,300,255,10,30,5,10
1220,06949_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Porophyllum_gracile,214,169,10,30,5,10
1221,06950_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Prenanthes_purpurea,173,128,10,30,5,10
1222,06951_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pseudognaphalium_biolettii,278,233,10,30,5,10
1223,06952_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pseudognaphalium_californicum,300,255,10,30,5,10
1224,06953_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pseudognaphalium_luteoalbum,300,255,10,30,5,10
1225,06954_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pseudognaphalium_obtusifolium,300,255,10,30,5,10
1226,06955_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pterocaulon_pycnostachyum,209,164,10,30,5,10
1227,06956_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pulicaria_dysenterica,300,255,10,30,5,10
1228,06957_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pyrrhopappus_pauciflorus,300,255,10,30,5,10
1229,06958_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Rafinesquia_californica,232,187,10,30,5,10
1230,06959_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Rafinesquia_neomexicana,300,255,10,30,5,10
1231,06960_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Ratibida_columnifera,300,255,10,30,5,10
1232,06961_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Ratibida_pinnata,300,255,10,30,5,10
1233,06962_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Rudbeckia_amplexicaulis,300,255,10,30,5,10
1234,06963_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Rudbeckia_hirta,300,255,10,30,5,10
1235,06964_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Rudbeckia_laciniata,300,255,10,30,5,10
1236,06965_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Rudbeckia_triloba,300,255,10,30,5,10
1237,06966_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Sanvitalia_procumbens,300,255,10,30,5,10
1238,06967_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Scolymus_hispanicus,182,137,10,30,5,10
1239,06968_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Scorzoneroides_autumnalis,300,255,10,30,5,10
1240,06969_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_ampullaceus,237,192,10,30,5,10
1241,06970_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_elegans,300,255,10,30,5,10
1242,06971_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_flaccidus,300,255,10,30,5,10
1243,06972_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_glastifolius,172,127,10,30,5,10
1244,06973_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_glomeratus,300,255,10,30,5,10
1245,06974_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_inaequidens,300,255,10,30,5,10
1246,06975_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_integerrimus,247,202,10,30,5,10
1247,06976_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_minimus,300,255,10,30,5,10
1248,06977_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_ovatus,213,168,10,30,5,10
1249,06978_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_pseudoarnica,157,112,10,30,5,10
1250,06979_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_quadridentatus,290,245,10,30,5,10
1251,06980_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_skirrhodon,212,167,10,30,5,10
1252,06981_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_triangularis,300,255,10,30,5,10
1253,06982_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_vernalis,255,210,10,30,5,10
1254,06983_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_viscosus,247,202,10,30,5,10
1255,06984_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_vulgaris,300,255,10,30,5,10
1256,06985_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Seriphium_plumosum,217,172,10,30,5,10
1257,06986_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Silphium_albiflorum,208,163,10,30,5,10
1258,06987_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Silphium_integrifolium,300,255,10,30,5,10
1259,06988_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Silphium_laciniatum,300,255,10,30,5,10
1260,06989_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Silphium_perfoliatum,300,255,10,30,5,10
1261,06990_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Silphium_terebinthinaceum,300,255,10,30,5,10
1262,06991_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Silybum_marianum,300,255,10,30,5,10
1263,06992_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Smallanthus_uvedalia,300,255,10,30,5,10
1264,06993_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_altissima,300,255,10,30,5,10
1265,06994_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_bicolor,300,255,10,30,5,10
1266,06995_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_caesia,300,255,10,30,5,10
1267,06996_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_canadensis,300,255,10,30,5,10
1268,06997_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_flexicaulis,300,255,10,30,5,10
1269,06998_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_gigantea,300,255,10,30,5,10
1270,06999_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_hispida,194,149,10,30,5,10
1271,07000_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_juncea,300,255,10,30,5,10
1272,07001_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_multiradiata,222,177,10,30,5,10
1273,07002_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_nemoralis,300,255,10,30,5,10
1274,07003_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_ptarmicoides,285,240,10,30,5,10
1275,07004_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_rigida,300,255,10,30,5,10
1276,07005_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_rugosa,300,255,10,30,5,10
1277,07006_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_sempervirens,300,255,10,30,5,10
1278,07007_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_speciosa,189,144,10,30,5,10
1279,07008_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_uliginosa,212,167,10,30,5,10
1280,07009_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_velutina,156,111,10,30,5,10
1281,07010_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Solidago_virgaurea,300,255,10,30,5,10
1282,07011_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Soliva_sessilis,195,150,10,30,5,10
1283,07012_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Sonchus_arvensis,300,255,10,30,5,10
1284,07013_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Sonchus_asper,300,255,10,30,5,10
1285,07014_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Sonchus_oleraceus,300,255,10,30,5,10
1286,07015_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Sphagneticola_trilobata,300,255,10,30,5,10
1287,07016_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Stephanomeria_pauciflora,300,255,10,30,5,10
1288,07017_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Symphyotrichum_chilense,300,255,10,30,5,10
1289,07018_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Symphyotrichum_ciliolatum,158,113,10,30,5,10
1290,07019_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Symphyotrichum_cordifolium,300,255,10,30,5,10
1291,07020_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Symphyotrichum_divaricatum,205,160,10,30,5,10
1292,07021_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Symphyotrichum_drummondii,186,141,10,30,5,10
1293,07022_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Symphyotrichum_ericoides,300,255,10,30,5,10
1294,07023_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Symphyotrichum_laeve,300,255,10,30,5,10
1295,07024_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Symphyotrichum_lanceolatum,300,255,10,30,5,10
1296,07025_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Symphyotrichum_lateriflorum,300,255,10,30,5,10
1297,07026_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Symphyotrichum_novae-angliae,300,255,10,30,5,10
1298,07027_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Symphyotrichum_novi-belgii,178,133,10,30,5,10
1299,07028_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Symphyotrichum_pilosum,300,255,10,30,5,10
1300,07029_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Symphyotrichum_puniceum,300,255,10,30,5,10
1301,07030_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Symphyotrichum_sericeum,166,121,10,30,5,10
1302,07031_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Symphyotrichum_subulatum,235,190,10,30,5,10
1303,07032_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Syncarpha_vestita,166,121,10,30,5,10
1304,07033_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Tagetes_lucida,168,123,10,30,5,10
1305,07034_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Tagetes_lunulata,300,255,10,30,5,10
1306,07035_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Tanacetum_bipinnatum,300,255,10,30,5,10
